electorate,locality_suburb,postcode,state
Hindmarsh,Henley Beach South,5022,SA
Hindmarsh,Kidman Park,5025,SA
Hindmarsh,Largs Bay,5016,SA
Hindmarsh,Largs North,5016,SA
Hindmarsh,Lockleys,5032,SA
Hindmarsh,Netley,5037,SA
Hindmarsh,New Port,5015,SA
Hindmarsh,North Haven,5018,SA
Hindmarsh,North Plympton,5037,SA
Hindmarsh,Novar Gardens,5040,SA
Hindmarsh,Osborne,5017,SA
Hindmarsh,Ottoway,5013,SA
Hindmarsh,Outer Harbor,5018,SA
Hindmarsh,Pennington,5013,SA
Hindmarsh,Peterhead,5016,SA
Hindmarsh,Plympton,5038,SA
Hindmarsh,Port Adelaide,5015,SA
Hindmarsh,Queenstown,5014,SA
Hindmarsh,Rosewater,5013,SA
Hindmarsh,Royal Park,5014,SA
Hindmarsh,Seaton,5023,SA
Hindmarsh,Semaphore,5019,SA
Hindmarsh,Semaphore Park,5019,SA
Hindmarsh,Semaphore South,5019,SA
Hindmarsh,St Clair,5011,SA
Hindmarsh,Taperoo,5017,SA
Hindmarsh,Tennyson,5022,SA
Hindmarsh,Underdale,5032,SA
Hindmarsh,West Beach,5024,SA
Hindmarsh,West Lakes,5021,SA
Hindmarsh,West Lakes Shore,5020,SA
Hindmarsh,West Richmond,5033,SA
Hindmarsh,Wingfield,5013,SA
Hindmarsh,Woodville,5011,SA
Hindmarsh,Woodville North,5012,SA
Hindmarsh,Woodville Park,5011,SA
Hindmarsh,Woodville South,5011,SA
Hindmarsh,Woodville West,5011,SA
Hinkler,Abington,4660,QLD
Hinkler,Aldershot,4650,QLD
Hinkler,Alloway,4670,QLD
Hinkler,Apple Tree Creek,4660,QLD
Hinkler,Ashfield,4670,QLD
Hinkler,Avenell Heights,4670,QLD
Hinkler,Avoca,4670,QLD
Hinkler,Bargara,4670,QLD
Hinkler,Beelbi Creek,4659,QLD
Hinkler,Booral,4655,QLD
Hinkler,Booyal,4671,QLD
Hinkler,Branyan,4670,QLD
Hinkler,Bundaberg,4670,QLD
Hinkler,Bundaberg Central,4670,QLD
Hinkler,Bundaberg East,4670,QLD
Hinkler,Bundaberg North,4670,QLD
Hinkler,Bundaberg South,4670,QLD
Hinkler,Bundaberg West,4670,QLD
Hinkler,Bunya Creek,4655,QLD
Hinkler,Burgowan,4659,QLD
Hinkler,Burnett Heads,4670,QLD
Hinkler,Burrum Heads,4659,QLD
Hinkler,Burrum River,4659,QLD
Hinkler,Burrum Town,4659,QLD
Hinkler,Buxton,4660,QLD
Hinkler,Calavos,4670,QLD
Hinkler,Cherwell,4660,QLD
Hinkler,Childers,4660,QLD
Hinkler,Coonarr,4670,QLD
Hinkler,Coral Cove,4670,QLD
Hinkler,Cordalba,4660,QLD
Hinkler,Craignish,4655,QLD
Hinkler,Doolbi,4660,QLD
Hinkler,Duckinwilla,4650,QLD
Hinkler,Duingal,4671,QLD
Hinkler,Dundathu,4650,QLD
Hinkler,Dundowran,4655,QLD
Hinkler,Dundowran Beach,4655,QLD
Hinkler,Electra,4670,QLD
Hinkler,Eli Waters,4655,QLD
Hinkler,Elliott,4670,QLD
Hinkler,Elliott Heads,4670,QLD
Hinkler,Eureka,4660,QLD
Hinkler,Farnsfield,4660,QLD
Hinkler,Givelda,4670,QLD
Hinkler,Goodwood,4660,QLD
Hinkler,Gregory River,4660,QLD
Hinkler,Hervey Bay,4655,QLD
Hinkler,Horton,4660,QLD
Hinkler,Howard,4659,QLD
Hinkler,Innes Park,4670,QLD
Hinkler,Isis Central,4660,QLD
Hinkler,Isis River,4660,QLD
Hinkler,Kalkie,4670,QLD
Hinkler,Kawungan,4655,QLD
Hinkler,Kensington,4670,QLD
Hinkler,Kepnock,4670,QLD
Hinkler,Kinkuna,4670,QLD
Hinkler,Kullogum,4660,QLD
Hinkler,Millbank,4670,QLD
Hinkler,Mon Repos,4670,QLD
Hinkler,Nikenbah,4655,QLD
Hinkler,North Gregory,4660,QLD
Hinkler,North Isis,4660,QLD
Hinkler,Norville,4670,QLD
Hinkler,Pacific Haven,4659,QLD
Hinkler,Pialba,4655,QLD
Hinkler,Pine Creek,4670,QLD
Hinkler,Point Vernon,4655,QLD
Hinkler,Prawle,4650,QLD
Hinkler,Promisedland,4660,QLD
Hinkler,Qunaba,4670,QLD
Hinkler,Redridge,4660,QLD
Hinkler,River Heads,4655,QLD
Hinkler,Rubyanna,4670,QLD
Hinkler,Scarness,4655,QLD
Hinkler,South Bingera,4670,QLD
Hinkler,South Isis,4660,QLD
Hinkler,Sunshine Acres,4655,QLD
Hinkler,Susan River,4655,QLD
Hinkler,Svensson Heights,4670,QLD
Hinkler,Takura,4655,QLD
Hinkler,Tandora,4650,QLD
Hinkler,Thabeban,4670,QLD
Hinkler,Toogoom,4655,QLD
Hinkler,Torbanlea,4662,QLD
Hinkler,Torquay,4655,QLD
Hinkler,Urangan,4655,QLD
Hinkler,Urraween,4655,QLD
Hinkler,Walkervale,4670,QLD
Hinkler,Walliebum,4655,QLD
Hinkler,Walligan,4655,QLD
Hinkler,Windermere,4670,QLD
Hinkler,Wondunna,4655,QLD
Hinkler,Woodgate,4660,QLD
Hinkler,Woodgate Beach,4660,QLD
Hinkler,Woongarra,4670,QLD
Holt,Blind Bight,3980,VIC
Holt,Botanic Ridge,3977,VIC
Holt,Cannons Creek,3977,VIC
Holt,Clyde,3978,VIC
Holt,Clyde North,3978,VIC
Holt,Cranbourne,3977,VIC
Holt,Cranbourne East,3977,VIC
Holt,Cranbourne North,3977,VIC
Holt,Cranbourne South,3977,VIC
Holt,Cranbourne West,3977,VIC
Holt,Devon Meadows,3977,VIC
Holt,Fiveways,3977,VIC
Holt,Hampton Park,3976,VIC
Holt,Junction Village,3977,VIC
Holt,Lynbrook,3975,VIC
Holt,Lyndhurst,3975,VIC
Holt,Narre Warren South,3805,VIC
Holt,Pearcedale,3912,VIC
Holt,Tooradin,3980,VIC
Holt,Warneet,3980,VIC
Hotham,Bentleigh,3204,VIC
Hotham,Bentleigh East,3165,VIC
Hotham,Chadstone,3148,VIC
Hotham,Clarinda,3169,VIC
Hotham,Clayton,3168,VIC
Hotham,Clayton South,3169,VIC
Hotham,Coatesville,3165,VIC
Hotham,East Bentleigh,3165,VIC
Hotham,East Oakleigh,3166,VIC
Hotham,Glen Waverley,3150,VIC
Hotham,Huntingdale,3166,VIC
Hotham,Mckinnon,3204,VIC
Hotham,Mount Waverley,3149,VIC
Hotham,Mulgrave,3170,VIC
Hotham,Notting Hill,3168,VIC
Hotham,Oakleigh,3166,VIC
Hotham,Oakleigh East,3166,VIC
Hotham,Oakleigh South,3167,VIC
Hotham,Ormond,3204,VIC
Hotham,Patterson,3204,VIC
Hotham,Pinewood,3149,VIC
Hotham,South Oakleigh,3167,VIC
Hotham,Springvale,3171,VIC
Hotham,Springvale South,3172,VIC
Hotham,Syndal,3149,VIC
Hotham,Syndal East,3150,VIC
Hotham,Waverley Park,3170,VIC
Hotham,Westall,3169,VIC
Hotham,Wheelers Hill,3150,VIC
Hughes,Alfords Point,2234,NSW
Hughes,Audley,2232,NSW
Hughes,Bangor,2234,NSW
Hughes,Barden Ridge,2234,NSW
Hughes,Bonnet Bay,2226,NSW
Hughes,Bonnie Vale,2230,NSW
Hughes,Bundeena,2230,NSW
Hughes,Como,2226,NSW
Hughes,Deer Park,2232,NSW
Hughes,Engadine,2233,NSW
Hughes,Garie Beach,2232,NSW
Hughes,Grays Point,2232,NSW
Hughes,Gymea,2227,NSW
Hughes,Hammondville,2170,NSW
Hughes,Heathcote,2233,NSW
Hughes,Holsworthy,2173,NSW
Hughes,Illawong,2234,NSW
Hughes,Jannali,2226,NSW
Hughes,Kareela,2232,NSW
Hughes,Kirrawee,2232,NSW
Hughes,Liverpool Military Area,2174,NSW
Hughes,Loftus,2232,NSW
Hughes,Lucas Heights,2234,NSW
Hughes,Maianbar,2230,NSW
Hughes,Menai,2234,NSW
Hughes,Moorebank,2170,NSW
Hughes,Oyster Bay,2225,NSW
Hughes,Pleasure Point,2172,NSW
Hughes,Royal National Park,2232,NSW
Hughes,Sandy Point,2172,NSW
Hughes,Sutherland,2232,NSW
Hughes,Voyager Point,2172,NSW
Hughes,Waterfall,2233,NSW
Hughes,Wattle Grove,2173,NSW
Hughes,Woronora,2232,NSW
Hughes,Woronora Heights,2233,NSW
Hughes,Yarrawarrah,2233,NSW
Hume,Alpine,2575,NSW
Hume,Appin,2560,NSW
Hume,Aylmerton,2575,NSW
Hume,Balmoral,2571,NSW
Hume,Bannaby,2580,NSW
Hume,Bannister,2580,NSW
Hume,Bargo,2574,NSW
Hume,Baw Baw,2580,NSW
Hume,Belanglo,2577,NSW
Hume,Belimbla Park,2570,NSW
Hume,Bellmount Forest,2581,NSW
Hume,Berrima,2577,NSW
Hume,Bevendale,2581,NSW
Hume,Biala,2581,NSW
Hume,Bickley Vale,2570,NSW
Hume,Big Hill,2579,NSW
Hume,Bigga,2583,NSW
Hume,Binda,2583,NSW
Hume,Bindook,2787,NSW
Hume,Blakney Creek,2581,NSW
Hume,Blanket Flat,2583,NSW
Hume,Boorowa,2586,NSW
Hume,Boxers Creek,2580,NSW
Hume,Brayton,2579,NSW
Hume,Breadalbane,2581,NSW
Hume,Bringelly,2556,NSW
Hume,Brisbane Grove,2580,NSW
Hume,Broadway,2581,NSW
Hume,Brownlow Hill,2570,NSW
Hume,Bullio,2575,NSW
Hume,Bundanoon,2578,NSW
Hume,Bungonia,2580,NSW
Hume,Buxton,2571,NSW
Hume,Camden,2570,NSW
Hume,Camden Park,2570,NSW
Hume,Camden South,2570,NSW
Hume,Canyonleigh,2577,NSW
Hume,Carrick,2580,NSW
Hume,Cataract,2560,NSW
Hume,Cawdor,2570,NSW
Hume,Chatsbury,2580,NSW
Hume,Cobbitty,2570,NSW
Hume,Collector,2581,NSW
Hume,Colo Vale,2575,NSW
Hume,Cottawalla,2583,NSW
Hume,Couridjah,2571,NSW
Hume,Crooked Corner,2583,NSW
Hume,Crookwell,2583,NSW
Hume,Cullerin,2581,NSW
Hume,Currawang,2580,NSW
Hume,Curraweela,2580,NSW
Hume,Dalton,2581,NSW
Hume,Douglas Park,2569,NSW
Hume,Elderslie,2570,NSW
Hume,Ellis Lane,2570,NSW
Hume,Exeter,2579,NSW
Hume,Frogmore,2586,NSW
Hume,Fullerton,2583,NSW
Hume,Glenerin,2583,NSW
Hume,Glenmore,2570,NSW
Hume,Godfreys Creek,2586,NSW
Hume,Golspie,2580,NSW
Hume,Goodmans Ford,2575,NSW
Hume,Goulburn,2580,NSW
Hume,Grabben Gullen,2583,NSW
Hume,Grabine,2583,NSW
Hume,Graham,2794,NSW
Hume,Grasmere,2570,NSW
Hume,Greendale,2745,NSW
Hume,Greenwich Park,2580,NSW
Hume,Gundary,2580,NSW
Hume,Gunning,2581,NSW
Hume,Gurrundah,2581,NSW
Hume,Hadley,2583,NSW
Hume,Harrington Park,2567,NSW
Hume,High Range,2575,NSW
Hume,Hill Top,2575,NSW
Hume,Hovells Creek,2794,NSW
Hume,Jerrawa,2582,NSW
Hume,Joadja,2575,NSW
Hume,Kialla,2583,NSW
Hume,Kingsdale,2580,NSW
Hume,Kirkham,2570,NSW
Hume,Lade Vale,2581,NSW
Hume,Laggan,2583,NSW
Hume,Lake Bathurst,2580,NSW
Hume,Lakesland,2572,NSW
Hume,Lerida,2581,NSW
Hume,Limerick,2583,NSW
Hume,Lost River,2583,NSW
Hume,Lower Boro,2580,NSW
Hume,Luddenham,2745,NSW
Hume,Maldon,2571,NSW
Hume,Mandemar,2575,NSW
Hume,Marulan,2579,NSW
Hume,Marulan South,2579,NSW
Hume,Medway,2577,NSW
Hume,Menangle,2568,NSW
Hume,Merrill,2581,NSW
Hume,Meryla,2577,NSW
Hunter,Aberdare,2325,NSW
Hunter,Aberdeen,2336,NSW
Hunter,Abernethy,2325,NSW
Hunter,Allandale,2320,NSW
Hunter,Antiene,2333,NSW
Hunter,Appletree Flat,2330,NSW
Hunter,Arcadia Vale,2283,NSW
Hunter,Argenton,2284,NSW
Hunter,Awaba,2283,NSW
Hunter,Baerami,2333,NSW
Hunter,Baerami Creek,2333,NSW
Hunter,Balcolyn,2264,NSW
Hunter,Balmoral,2283,NSW
Hunter,Barnsley,2278,NSW
Hunter,Belford,2335,NSW
Hunter,Bellbird,2325,NSW
Hunter,Bellbird Heights,2325,NSW
Hunter,Bengalla,2333,NSW
Hunter,Big Ridge,2330,NSW
Hunter,Blackalls Park,2283,NSW
Hunter,Bolton Point,2283,NSW
Hunter,Bonnells Bay,2264,NSW
Hunter,Booragul,2284,NSW
Hunter,Bowmans Creek,2330,NSW
Hunter,Branxton,2335,NSW
Hunter,Bridgman,2330,NSW
Hunter,Brightwaters,2264,NSW
Hunter,Broke,2330,NSW
Hunter,Brunkerville,2323,NSW
Hunter,Bucketty,2250,NSW
Hunter,Bulga,2330,NSW
Hunter,Bureen,2328,NSW
Hunter,Buttaba,2283,NSW
Hunter,Camberwell,2330,NSW
Hunter,Cameron Park,2285,NSW
Hunter,Cardiff,2285,NSW
Hunter,Carey Bay,2283,NSW
Hunter,Carrowbrook,2330,NSW
Hunter,Castle Rock,2333,NSW
Hunter,Cedar Creek,2325,NSW
Hunter,Cessnock,2325,NSW
Hunter,Clydesdale,2330,NSW
Hunter,Coal Point,2283,NSW
Hunter,Cockle Creek,2284,NSW
Hunter,Combo,2330,NSW
Hunter,Congewai,2325,NSW
Hunter,Cooranbong,2265,NSW
Hunter,Dairy Arm,2325,NSW
Hunter,Dalswinton,2328,NSW
Hunter,Dalwood,2335,NSW
Hunter,Darlington,2330,NSW
Hunter,Dawsons Hill,2330,NSW
Hunter,Denman,2328,NSW
Hunter,Dora Creek,2264,NSW
Hunter,Doyles Creek,2330,NSW
Hunter,Dunbars Creek,2333,NSW
Hunter,Dunolly,2330,NSW
Hunter,Dural,2330,NSW
Hunter,Dyrring,2330,NSW
Hunter,East Branxton,2335,NSW
Hunter,Edderton,2333,NSW
Hunter,Edgeworth,2285,NSW
Hunter,Elderslie,2335,NSW
Hunter,Elermore Vale,2287,NSW
Hunter,Ellalong,2325,NSW
Hunter,Elrington,2325,NSW
Hunter,Eraring,2264,NSW
Hunter,Falbrook,2330,NSW
Hunter,Fassifern,2283,NSW
Hunter,Fennell Bay,2283,NSW
Hunter,Fern Gully,2330,NSW
Hunter,Fernances Crossing,2325,NSW
Hunter,Fishing Point,2283,NSW
Hunter,Fordwich,2330,NSW
Hunter,Freemans Waterhole,2323,NSW
Hunter,Garland Valley,2330,NSW
Hunter,Giants Creek,2333,NSW
Hunter,Glendale,2285,NSW
Hunter,Glendon,2330,NSW
Hunter,Glendon Brook,2330,NSW
Hunter,Glennies Creek,2330,NSW
Hunter,Glenridding,2330,NSW
Hunter,Goorangoola,2330,NSW
Hunter,Gouldsville,2330,NSW
Hunter,Gowrie,2330,NSW
Hunter,Greenlands,2330,NSW
Hunter,Greta,2334,NSW
Hunter,Greta Main,2325,NSW
Hunter,Gungal,2333,NSW
Hunter,Hambledon Hill,2330,NSW
Hunter,Hebden,2330,NSW
Hunter,Hollydeen,2333,NSW
Hunter,Holmesville,2286,NSW
Hunter,Howes Valley,2330,NSW
Hunter,Hunterview,2330,NSW
Hunter,Jerrys Plains,2330,NSW
Hunter,Kayuga,2333,NSW
Hunter,Kearsley,2325,NSW
Hunter,Keinbah,2320,NSW
Hunter,Kerrabee,2328,NSW
Indi,Abbeyard,3737,VIC
Indi,Acheron,3714,VIC
Indi,Alexandra,3714,VIC
Indi,Allans Flat,3691,VIC
Indi,Ancona,3715,VIC
Indi,Archerton,3723,VIC
Indi,Back Creek,3749,VIC
Indi,Baddaginnie,3670,VIC
Indi,Balmattum,3666,VIC
Indi,Bandiana,3691,VIC
Indi,Baranduda,3691,VIC
Indi,Barjarg,3723,VIC
Indi,Barnawartha,3688,VIC
Indi,Barnawartha North,3691,VIC
Indi,Barwidgee,3737,VIC
Indi,Barwite,3722,VIC
Indi,Beechworth,3747,VIC
Indi,Bellbridge,3691,VIC
Indi,Benalla,3672,VIC
Indi,Berringama,3691,VIC
Indi,Bethanga,3691,VIC
Indi,Biggara,3707,VIC
Indi,Bobinawarrah,3678,VIC
Indi,Bogong,3699,VIC
Indi,Boho,3669,VIC
Indi,Boho South,3669,VIC
Indi,Bonegilla,3691,VIC
Indi,Bonnie Doon,3720,VIC
Indi,Boorhaman,3678,VIC
Indi,Boorhaman East,3678,VIC
Indi,Boorhaman North,3685,VIC
Indi,Boorolite,3723,VIC
Indi,Boralma,3682,VIC
Indi,Boweya,3675,VIC
Indi,Bowmans Forest,3735,VIC
Indi,Bowser,3678,VIC
Indi,Boxwood,3725,VIC
Indi,Bridge Creek,3723,VIC
Indi,Bright,3741,VIC
Indi,Brimin,3685,VIC
Indi,Broken Creek,3673,VIC
Indi,Browns Plains,3685,VIC
Indi,Bruarong,3749,VIC
Indi,Buckland,3740,VIC
Indi,Buffalo Creek,3737,VIC
Indi,Buffalo River,3737,VIC
Indi,Bullhead,3701,VIC
Indi,Bullioh,3700,VIC
Indi,Bungeet,3726,VIC
Indi,Bungeet West,3726,VIC
Indi,Bungil,3691,VIC
Indi,Burrowye,3709,VIC
Indi,Buxton,3711,VIC
Indi,Byawatha,3678,VIC
Indi,Byrne,3678,VIC
Indi,Carboor,3678,VIC
Indi,Carlyle,3685,VIC
Indi,Carraragarmungee,3746,VIC
Indi,Castella,3777,VIC
Indi,Castle Creek,3691,VIC
Indi,Cathkin,3714,VIC
Indi,Caveat,3660,VIC
Indi,Charleroi,3695,VIC
Indi,Cheshunt,3678,VIC
Indi,Cheshunt South,3678,VIC
Indi,Chesney Vale,3725,VIC
Indi,Chiltern,3683,VIC
Indi,Chiltern Valley,3683,VIC
Indi,Claremont,3732,VIC
Indi,Cobungra,3898,VIC
Indi,Colac Colac,3707,VIC
Indi,Coral Bank,3691,VIC
Indi,Cornishtown,3683,VIC
Indi,Corryong,3707,VIC
Indi,Creek Junction,3669,VIC
Indi,Creightons Creek,3666,VIC
Indi,Cudgewa,3705,VIC
Indi,Dandongadale,3737,VIC
Indi,Dartmouth,3701,VIC
Indi,Dederang,3691,VIC
Indi,Delatite,3723,VIC
Indi,Devenish,3726,VIC
Indi,Devils River,3714,VIC
Indi,Dinner Plain,3898,VIC
Indi,Docker,3678,VIC
Indi,Dockers Plains,3678,VIC
Indi,Dropmore,3660,VIC
Indi,Earlston,3669,VIC
Indi,East Wangaratta,3678,VIC
Indi,Ebden,3691,VIC
Indi,Edi,3678,VIC
Indi,Edi Upper,3678,VIC
Indi,Eildon,3713,VIC
Indi,Eldorado,3746,VIC
Indi,Enochs Point,3723,VIC
Indi,Eskdale,3701,VIC
Indi,Euroa,3666,VIC
Indi,Eurobin,3739,VIC
Indi,Everton,3678,VIC
Indi,Everton Upper,3678,VIC
Isaacs,Aspendale,3195,VIC
Isaacs,Aspendale Gardens,3195,VIC
Isaacs,Bangholme,3175,VIC
Isaacs,Bonbeach,3196,VIC
Isaacs,Braeside,3195,VIC
Isaacs,Carrum,3197,VIC
Isaacs,Chelsea,3196,VIC
Isaacs,Chelsea Heights,3196,VIC
Isaacs,Cheltenham,3192,VIC
Isaacs,Dandenong,3175,VIC
Isaacs,Dandenong South,3175,VIC
Isaacs,Dandenong West,3175,VIC
Isaacs,Dingley,3172,VIC
Isaacs,Dingley Village,3172,VIC
Isaacs,Edithvale,3196,VIC
Isaacs,Heatherton,3202,VIC
Isaacs,Highett,3190,VIC
Isaacs,Keysborough,3173,VIC
Isaacs,Lyndhurst,3975,VIC
Isaacs,Mentone,3194,VIC
Isaacs,Moorabbin,3189,VIC
Isaacs,Moorabbin Airport,3194,VIC
Isaacs,Mordialloc,3195,VIC
Isaacs,Parkdale,3195,VIC
Isaacs,Patterson Lakes,3197,VIC
Isaacs,Waterways,3195,VIC
Jagajaga,Bellfield,3081,VIC
Jagajaga,Briar Hill,3088,VIC
Jagajaga,Bundoora,3083,VIC
Jagajaga,Diamond Creek,3089,VIC
Jagajaga,Eaglemont,3084,VIC
Jagajaga,Eltham,3095,VIC
Jagajaga,Eltham North,3095,VIC
Jagajaga,Greensborough,3088,VIC
Jagajaga,Heidelberg,3084,VIC
Jagajaga,Heidelberg Heights,3081,VIC
Jagajaga,Heidelberg West,3081,VIC
Jagajaga,Ivanhoe,3079,VIC
Jagajaga,Ivanhoe East,3079,VIC
Jagajaga,Lower Plenty,3093,VIC
Jagajaga,Macleod,3085,VIC
Jagajaga,Montmorency,3094,VIC
Jagajaga,Plenty,3090,VIC
Jagajaga,Rosanna,3084,VIC
Jagajaga,St Helena,3088,VIC
Jagajaga,University Hill,3083,VIC
Jagajaga,Viewbank,3084,VIC
Jagajaga,Watsonia,3087,VIC
Jagajaga,Watsonia North,3087,VIC
Jagajaga,Wattle Glen,3096,VIC
Jagajaga,Yallambie,3085,VIC
Kennedy,Abergowrie,4850,QLD
Kennedy,Agate Creek,4871,QLD
Kennedy,Alabama Hill,4820,QLD
Kennedy,Alice River,4817,QLD
Kennedy,Alligator Creek,4816,QLD
Kennedy,Allingham,4850,QLD
Kennedy,Almaden,4871,QLD
Kennedy,Aloomba,4871,QLD
Kennedy,Arriga,4880,QLD
Kennedy,Atherton,4883,QLD
Kennedy,Babinda,4861,QLD
Kennedy,Balfes Creek,4820,QLD
Kennedy,Balgal Beach,4816,QLD
Kennedy,Bambaroo,4850,QLD
Kennedy,Bamboo Creek,4860,QLD
Kennedy,Bamford,4871,QLD
Kennedy,Barkly,4825,QLD
Kennedy,Barrine,4872,QLD
Kennedy,Barringha,4816,QLD
Kennedy,Bartle Frere,4861,QLD
Kennedy,Barwidgi,4872,QLD
Kennedy,Basalt,4820,QLD
Kennedy,Beachview,4886,QLD
Kennedy,Beatrice,4886,QLD
Kennedy,Bellenden Ker,4871,QLD
Kennedy,Belvedere,4860,QLD
Kennedy,Bemerside,4850,QLD
Kennedy,Bentinck Island,4830,QLD
Kennedy,Bentley Park,4869,QLD
Kennedy,Biboohra,4880,QLD
Kennedy,Bilyana,4854,QLD
Kennedy,Bingil Bay,4852,QLD
Kennedy,Birkalla,4854,QLD
Kennedy,Black Jack,4820,QLD
Kennedy,Blackrock,4850,QLD
Kennedy,Bluewater,4818,QLD
Kennedy,Bluewater Beach,4818,QLD
Kennedy,Bluewater Park,4818,QLD
Kennedy,Boar Pocket,4872,QLD
Kennedy,Bohle Plains,4817,QLD
Kennedy,Bombeeta,4871,QLD
Kennedy,Boogan,4871,QLD
Kennedy,Boonjie,4885,QLD
Kennedy,Boulia,4829,QLD
Kennedy,Braemeadows,4850,QLD
Kennedy,Bramston Beach,4871,QLD
Kennedy,Breakaway,4825,QLD
Kennedy,Breddan,4820,QLD
Kennedy,Brookhill,4816,QLD
Kennedy,Broughton,4820,QLD
Kennedy,Bulgun,4854,QLD
Kennedy,Burketown,4830,QLD
Kennedy,Butchers Creek,4885,QLD
Kennedy,Calcium,4816,QLD
Kennedy,Cambridge,4822,QLD
Kennedy,Camooweal,4828,QLD
Kennedy,Camp Creek,4871,QLD
Kennedy,Campaspe,4820,QLD
Kennedy,Cardwell,4849,QLD
Kennedy,Carmoo,4852,QLD
Kennedy,Carrington,4883,QLD
Kennedy,Carruchan,4816,QLD
Kennedy,Charters Towers,4820,QLD
Kennedy,Chewko,4880,QLD
Kennedy,Chillagoe,4871,QLD
Kennedy,Clare,4807,QLD
Kennedy,Clemant,4816,QLD
Kennedy,Clohesy,4881,QLD
Kennedy,Cloncurry,4824,QLD
Kennedy,Coconuts,4860,QLD
Kennedy,Columbia,4820,QLD
Kennedy,Comoon Loop,4858,QLD
Kennedy,Coolbie,4850,QLD
Kennedy,Coorumba,4860,QLD
Kennedy,Coquette Point,4860,QLD
Kennedy,Cordelia,4850,QLD
Kennedy,Cowley,4871,QLD
Kennedy,Cowley Beach,4871,QLD
Kennedy,Cowley Creek,4871,QLD
Kennedy,Croydon,4871,QLD
Kennedy,Crystal Creek,4816,QLD
Kennedy,Cullinane,4860,QLD
Kennedy,Currajah,4871,QLD
Kennedy,Dajarra,4825,QLD
Kennedy,Dalbeg,4807,QLD
Kennedy,Dalrymple Creek,4850,QLD
Kennedy,Danbulla,4872,QLD
Kennedy,Daradgee,4860,QLD
Kennedy,Daveson,4855,QLD
Kennedy,Deeral,4871,QLD
Kennedy,Dimbulah,4872,QLD
Kennedy,Djarawong,4854,QLD
Kennedy,Doomadgee,4830,QLD
Kennedy,Dotswood,4820,QLD
Kennedy,Duchess,4825,QLD
Kennedy,Dunk,4852,QLD
Kennedy,Dutton River,4821,QLD
Kennedy,East Barron,4883,QLD
Kennedy,East Feluga,4854,QLD
Kennedy,East Innisfail,4860,QLD
Kingsford Smith,Banksmeadow,2019,NSW
Kingsford Smith,Bare Island,2036,NSW
Kingsford Smith,Botany,2019,NSW
Kingsford Smith,Cape Banks,2036,NSW
Kingsford Smith,Chifley,2036,NSW
Kingsford Smith,Clovelly,2031,NSW
Kingsford Smith,Coogee,2034,NSW
Kingsford Smith,Daceyville,2032,NSW
Kingsford Smith,East Botany,2035,NSW
Kingsford Smith,Eastgardens,2036,NSW
Kingsford Smith,Eastlakes,2018,NSW
Kingsford Smith,Frenchmans Bay,2036,NSW
Kingsford Smith,Hillsdale,2036,NSW
Kingsford Smith,Kensington,2033,NSW
Kingsford Smith,Kingsford,2032,NSW
Kingsford Smith,La Perouse,2036,NSW
Kingsford Smith,Little Bay,2036,NSW
Kingsford Smith,Long Bay,2036,NSW
Kingsford Smith,Lurline Bay,2035,NSW
Kingsford Smith,Malabar,2036,NSW
Kingsford Smith,Maroubra,2035,NSW
Kingsford Smith,Maroubra Bay,2035,NSW
Kingsford Smith,Maroubra Beach,2035,NSW
Kingsford Smith,Maroubra Junction,2035,NSW
Kingsford Smith,Mascot,2020,NSW
Kingsford Smith,Matraville,2036,NSW
Kingsford Smith,Pagewood,2035,NSW
Kingsford Smith,Phillip Bay,2036,NSW
Kingsford Smith,Port Botany,2036,NSW
Kingsford Smith,Prince Henry Hospital,2036,NSW
Kingsford Smith,Randwick,2031,NSW
Kingsford Smith,Rosebery,2018,NSW
Kingsford Smith,South Coogee,2034,NSW
Kingsford Smith,University Of Nsw,2052,NSW
Kingsford Smith,Yarra Bay,2036,NSW
Kingston,Aberfoyle Park,5159,SA
Kingston,Chandlers Hill,5159,SA
Kingston,Christie Downs,5164,SA
Kingston,Christies Beach,5165,SA
Kingston,Darlington,5047,SA
Kingston,Flagstaff Hill,5159,SA
Kingston,Hackham,5163,SA
Kingston,Hackham West,5163,SA
Kingston,Hallett Cove,5158,SA
Kingston,Happy Valley,5159,SA
Kingston,Huntfield Heights,5163,SA
Kingston,Lonsdale,5160,SA
Kingston,Maslin Beach,5170,SA
Kingston,Moana,5169,SA
Kingston,Morphett Vale,5162,SA
Kingston,Noarlunga Centre,5168,SA
Kingston,Noarlunga Downs,5168,SA
Kingston,O'Halloran Hill,5158,SA
Kingston,Old Noarlunga,5168,SA
Kingston,Old Reynella,5161,SA
Kingston,Onkaparinga Hills,5163,SA
Kingston,O'Sullivan Beach,5166,SA
Kingston,Port Noarlunga,5167,SA
Kingston,Port Noarlunga South,5167,SA
Kingston,Reynella,5161,SA
Kingston,Reynella East,5161,SA
Kingston,Seaford,5169,SA
Kingston,Seaford Heights,5169,SA
Kingston,Seaford Meadows,5169,SA
Kingston,Seaford Rise,5169,SA
Kingston,Sheidow Park,5158,SA
Kingston,Trott Park,5158,SA
Kingston,Woodcroft,5162,SA
Kooyong,Balwyn,3103,VIC
Kooyong,Balwyn North,3104,VIC
Kooyong,Camberwell,3124,VIC
Kooyong,Canterbury,3126,VIC
Kooyong,Deepdene,3103,VIC
Kooyong,Hawthorn,3122,VIC
